"family","setting","estimand","n","batch","base_seed","replicate","p_value","legacy_ks_threshold","legacy_quantile_threshold"
"between_freedman_lane","primary_n20","group",20,4,300800,71,0.4825,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,72,0.0325,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,73,0.675,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,74,0.0425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,75,0.6325,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,76,0.78,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,77,0.4475,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,78,0.9275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,79,0.39,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,80,0.94,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,81,0.95,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,82,0.1475,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,83,0.14,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,84,0.01,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,85,0.3225,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,86,0.4725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,87,0.275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,88,0.065,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,89,0.5,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,90,0.91,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,91,0.8,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,92,0.3275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,93,0.0175,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,94,0.965,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,95,0.41,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,96,0.96,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,97,0.11,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,98,0.26,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,99,0.65,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,100,0.12,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,101,0.945,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,102,0.2125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,103,0.435,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,104,0.4925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,105,0.01,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,106,0.31,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,107,0.8725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,108,0.0525,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,109,0.595,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,110,0.0075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,111,0.0275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,112,0.895,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,113,0.35,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,114,0.0675,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,115,0.425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,116,0.03,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,117,0.345,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,118,0.3175,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,119,0.4725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,120,0.8425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,121,0.865,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,122,0.4025,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,123,0.1,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,124,0.9925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,125,0.1525,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,126,0.8875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,127,0.9775,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,128,0.7225,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,129,0.1875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,130,0.3725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,131,0.015,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,132,0.5075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,133,0.22,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,134,0.745,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,135,0.0475,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,136,0.7675,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,137,0.305,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,138,0.2375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,139,0.3925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,140,0.3075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,141,0.3425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,142,0.0975,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,143,0.375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,144,0.4925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,145,0.3525,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,146,0.1975,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,147,0.5625,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,148,0.2475,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,149,0.72,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,150,0.3125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,151,0.4,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,152,0.97,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,153,0.7225,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,154,0.855,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,155,0.8575,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,156,0.8,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,157,0.345,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,158,0.1275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,159,0.76,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,160,0.1875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,161,0.47,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,162,0.615,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,163,0.2925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,164,0.4225,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,165,0.4125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,166,0.92,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,167,0.5275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,168,0.1075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,169,0.9275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,170,0.4475,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,171,0.9425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,172,0.6075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,173,0.62,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,174,0.8425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,175,0.005,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,176,0.5175,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,177,0.18,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,178,0.905,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,179,0.7575,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,180,0.56,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,181,0.9825,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,182,0.2725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,183,0.1425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,184,0.3875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,185,0.3925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,186,0.35,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,187,0.14,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,188,0.9925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,189,0.8025,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,190,0.6725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,191,0.135,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,192,0.7425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,193,0.465,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,194,0.075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,195,0.9625,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,196,0.2725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,197,0.16,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,198,0.0875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,199,0.8875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,4,300800,200,0.1175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,1,0.195,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,2,0.495,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,3,0.4775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,4,0.11,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,5,0.7075,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,6,0.9975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,7,0.13,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,8,0.6675,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,9,0.76,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,10,0.7125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,11,0.275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,12,0.1975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,13,0.1175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,14,0.6325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,15,0.155,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,16,0.85,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,17,0.4225,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,18,0.6475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,19,0.055,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,20,0.02,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,21,0.36,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,22,0.49,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,23,0.3025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,24,0.6175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,25,0.7925,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,26,0.51,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,27,0.6325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,28,0.525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,29,0.81,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,30,0.3375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,31,0.895,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,32,0.7225,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,33,0.0125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,34,0.32,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,35,0.97,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,36,0.295,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,37,0.255,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,38,0.445,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,39,0.5175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,40,0.1725,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,41,0.245,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,42,0.1125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,43,0.955,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,44,0.0325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,45,0.97,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,46,0.89,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,47,0.06,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,48,0.8425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,49,0.39,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,50,0.4275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,51,0.315,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,52,0.76,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,53,0.3025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,54,0.1975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,55,0.05,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,56,0.505,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,57,0.7775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,58,0.5975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,59,0.08,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,60,0.3075,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,61,0.6175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,62,0.0575,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,63,0.3625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,64,0.7025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,65,0.6125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,66,0.0325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,67,0.1775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,68,0.14,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,69,0.735,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,70,0.62,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,71,0.3675,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,72,0.6375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,73,0.3375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,74,0.8775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,75,0.0425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,76,0.4225,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,77,0.5375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,78,0.565,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,79,0.3525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,80,0.1475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,81,0.395,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,82,0.0275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,83,0.215,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,84,0.395,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,85,0.63,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,86,0.27,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,87,0.4675,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,88,0.505,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,89,0.76,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,90,0.415,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,91,0.37,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,92,0.9125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,93,0.1325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,94,0.3,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,95,0.365,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,96,0.1625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,97,0.985,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,98,0.89,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,99,0.545,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,100,0.07,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,101,0.93,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,102,0.3175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,103,0.2725,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,104,0.6025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,105,0.0725,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,106,0.88,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,107,0.0325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,108,0.5425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,109,0.1825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,110,0.515,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,111,0.83,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,112,0.9625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,113,0.75,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,114,0.92,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,115,0.2775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,116,0.4875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,117,0.4975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,118,0.8625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,119,0.59,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,120,0.21,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,121,0.8275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,122,0.5975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,123,0.085,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,124,0.7225,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,125,0.2025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,126,0.5825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,127,0.7275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,128,0.1825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,129,0.9575,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,130,0.965,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,131,0.4175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,132,0.455,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,133,0.855,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,134,0.0025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,135,0.545,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,136,0.2775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,137,0.0775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,138,0.14,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,139,0.5625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,140,0.28,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,141,0.8,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,142,0.875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,143,0.6275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,144,0.2025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,145,0.435,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,146,0.3275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,147,0.3875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,148,0.33,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,149,0.4725,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,150,0.335,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,151,0.5125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,152,0.475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,153,0.3775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,154,0.87,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,155,0.7525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,156,0.1275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,157,0.7275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,158,0.83,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,159,0.09,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,160,0.1525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,161,0.75,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,162,0.8725,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,163,0.995,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,164,0.48,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,165,0.5975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,166,0.045,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,167,0.265,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,168,1,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,169,0.1375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,170,0.84,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,171,0.8625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,172,0.255,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,173,0.5775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,174,0.5725,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,175,0.4575,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,176,0.64,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,177,0.0475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,178,0.5425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,179,0.5625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,180,0.3375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,181,0.6125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,182,0.21,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,183,0.1525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,184,0.78,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,185,0.825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,186,0.41,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,187,0.4275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,188,0.0625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,189,0.45,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,190,0.88,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,191,0.51,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,192,0.56,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,193,0.535,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,194,0.2875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,195,0.0725,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,196,0.29,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,197,0.8475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,198,0.175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,199,0.2675,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,4,300800,200,0.515,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,1,0.1325,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,2,0.375,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,3,0.525,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,4,0.4,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,5,0.725,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,6,0.825,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,7,0.5225,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,8,0.0175,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,9,0.5725,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,10,0.595,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,11,0.2975,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,12,0.14,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,13,0.42,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,14,0.1625,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,15,0.3675,0.05,0.09
"between_freedman_lane","primary_n20","group:trait",20,4,300800,16,0.3525,0.05,0.09
