"family","setting","estimand","n","batch","base_seed","replicate","p_value","legacy_ks_threshold","legacy_quantile_threshold"
"between_freedman_lane","primary_n20","group",20,1,800,1,0.68,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,2,0.2625,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,3,0.05,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,4,0.3675,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,5,0.26,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,6,0.06,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,7,0.22,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,8,0.3025,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,9,0.4725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,10,0.7775,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,11,0.185,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,12,0.605,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,13,0.73,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,14,0.845,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,15,0.79,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,16,0.6,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,17,0.16,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,18,0.575,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,19,0.8225,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,20,0.57,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,21,0.245,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,22,0.4725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,23,0.2625,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,24,0.955,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,25,0.19,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,26,0.59,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,27,0.48,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,28,0.8875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,29,0.3325,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,30,0.6225,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,31,0.06,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,32,0.965,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,33,1,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,34,0.24,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,35,0.0275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,36,0.01,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,37,0.175,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,38,0.48,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,39,0.07,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,40,0.78,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,41,0.3725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,42,0.5725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,43,0.215,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,44,0.6125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,45,0.005,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,46,0.5175,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,47,0.61,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,48,0.3775,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,49,0.27,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,50,0.9375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,51,0.9875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,52,0.955,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,53,0.4725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,54,0.0075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,55,0.49,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,56,0.4275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,57,0.19,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,58,0.24,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,59,0.33,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,60,0.3975,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,61,0.3375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,62,0.355,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,63,0.36,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,64,0.175,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,65,0.5075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,66,0.25,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,67,0.0025,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,68,0.105,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,69,0.6825,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,70,0.26,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,71,0.915,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,72,0.77,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,73,0.4625,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,74,0.9275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,75,0.4675,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,76,0.915,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,77,0.535,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,78,0.0075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,79,0.5725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,80,0.1825,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,81,0.1275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,82,0.335,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,83,0.18,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,84,0.985,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,85,0.2675,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,86,0.87,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,87,0.445,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,88,0.86,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,89,0.15,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,90,0.885,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,91,0.325,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,92,0.1275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,93,0.1775,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,94,0.5025,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,95,0.9925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,96,0.8,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,97,0.11,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,98,0.9725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,99,0.365,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,100,0.4575,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,101,0.755,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,102,0.4575,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,103,0.155,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,104,0.0075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,105,0.485,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,106,0.2875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,107,0.64,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,108,0.285,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,109,0.7775,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,110,0.685,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,111,0.36,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,112,0.835,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,113,0.5525,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,114,0.1375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,115,0.715,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,116,0.3225,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,117,0.1475,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,118,0.0725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,119,0.215,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,120,0.2425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,121,0.8575,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,122,0.695,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,123,0.115,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,124,0.0975,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,125,0.1325,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,126,0.4775,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,127,0.8325,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,128,0.6025,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,129,0.3475,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,130,0.2825,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,131,0.0125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,132,0.805,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,133,0.21,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,134,0.0775,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,135,0.545,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,136,0.26,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,137,0.9625,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,138,0.055,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,139,0.7375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,140,0.7125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,141,0.2325,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,142,0.3975,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,143,0.3275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,144,0.5625,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,145,0.3175,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,146,0.6225,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,147,0.085,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,148,0.9725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,149,0.255,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,150,0.5575,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,151,0.9375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,152,0.19,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,153,0.525,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,154,0.54,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,155,0.72,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,156,0.79,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,157,0.2775,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,158,0.4475,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,159,0.3425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,160,0.9925,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,161,0.6025,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,162,0.74,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,163,0.8625,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,164,0.105,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,165,0.48,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,166,0.5275,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,167,0.3525,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,168,0.6325,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,169,0.0125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,170,0.87,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,171,0.4125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,172,0.115,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,173,0.4125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,174,0.58,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,175,0.7375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,176,0.25,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,177,0.1875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,178,0.045,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,179,0.66,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,180,0.7425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,181,0.8175,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,182,0.095,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,183,0.86,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,184,0.7875,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,185,0.9725,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,186,0.1575,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,187,0.9425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,188,0.6125,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,189,0.425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,190,0.7675,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,191,0.02,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,192,0.4425,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,193,0.375,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,194,0.675,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,195,0.4075,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,196,0.46,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,197,0.99,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,198,0.4525,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,199,0.9825,0.05,0.09
"between_freedman_lane","primary_n20","group",20,1,800,200,0.3975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,1,0.4975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,2,0.42,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,3,0.0275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,4,0.39,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,5,0.9975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,6,0.1925,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,7,0.5825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,8,0.1125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,9,0.4025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,10,0.5125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,11,0.0025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,12,0.5525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,13,0.4125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,14,0.1475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,15,0.3475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,16,0.6675,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,17,1,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,18,0.2375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,19,0.075,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,20,0.275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,21,0.8425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,22,0.7625,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,23,0.555,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,24,0.215,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,25,0.1575,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,26,0.465,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,27,0.7,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,28,0.745,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,29,0.2875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,30,0.1,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,31,0.22,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,32,0.2025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,33,0.715,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,34,0.2075,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,35,0.2375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,36,0.075,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,37,0.635,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,38,0.37,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,39,0.9775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,40,0.75,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,41,0.115,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,42,0.4225,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,43,0.24,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,44,0.47,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,45,0.145,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,46,0.695,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,47,0.4825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,48,0.8,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,49,0.4675,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,50,0.5925,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,51,0.88,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,52,0.75,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,53,0.2475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,54,0.025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,55,0.405,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,56,0.06,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,57,0.01,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,58,0.025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,59,0.2575,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,60,0.5575,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,61,0.1475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,62,0.16,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,63,0.81,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,64,0.525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,65,0.3475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,66,0.2875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,67,0.22,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,68,0.49,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,69,0.77,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,70,0.375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,71,0.845,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,72,0.5525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,73,0.7675,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,74,0.9325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,75,0.9425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,76,0.8325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,77,0.04,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,78,0.07,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,79,0.7325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,80,0.72,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,81,0.28,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,82,0.4975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,83,0.26,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,84,0.22,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,85,0.4425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,86,0.165,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,87,0.385,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,88,0.8275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,89,0.885,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,90,0.7075,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,91,0.22,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,92,0.2925,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,93,0.48,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,94,0.11,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,95,0.655,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,96,0.1125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,97,0.635,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,98,0.305,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,99,0.065,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,100,0.515,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,101,0.43,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,102,0.6025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,103,0.4375,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,104,0.13,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,105,0.9825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,106,0.005,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,107,0.535,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,108,0.665,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,109,0.65,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,110,0.84,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,111,0.25,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,112,0.7325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,113,0.2825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,114,0.0825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,115,0.3175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,116,0.3175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,117,0.11,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,118,0.4775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,119,0.215,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,120,0.755,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,121,0.5675,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,122,0.01,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,123,0.47,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,124,0.99,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,125,0.3325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,126,0.44,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,127,0.01,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,128,0.4275,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,129,0.695,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,130,0.64,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,131,0.3875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,132,0.225,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,133,0.9875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,134,0.1325,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,135,0.8925,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,136,0.1875,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,137,0.17,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,138,0.08,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,139,0.3525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,140,0.1175,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,141,0.2425,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,142,0.3825,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,143,0.13,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,144,0.3925,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,145,0.2475,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,146,0.955,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,147,0.7525,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,148,0.13,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,149,0.025,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,150,0.935,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,151,0.95,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,152,0.68,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,153,0.665,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,154,0.7975,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,155,0.0225,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,156,0.1125,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,157,0.0775,0.05,0.09
"between_freedman_lane","primary_n20","trait",20,1,800,158,0.94,0.05,0.09
