"arm","error","term","method","batch","replicate","data_seed","resample_seed","n","p_features","rank","B","p","reject_005"
"gaussian_global_null","gaussian","group:trait","rotation",3,61,1900061,1953061,20,24,2,399,0.85,FALSE
"gaussian_global_null","gaussian","group","rotation",3,62,1900062,1951062,20,24,2,399,0.285,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,62,1900062,1952062,20,24,2,399,0.4025,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,62,1900062,1953062,20,24,2,399,0.1675,FALSE
"gaussian_global_null","gaussian","group","rotation",3,63,1900063,1951063,20,24,2,399,0.9425,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,63,1900063,1952063,20,24,2,399,0.9875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,63,1900063,1953063,20,24,2,399,0.7825,FALSE
"gaussian_global_null","gaussian","group","rotation",3,64,1900064,1951064,20,24,2,399,0.7825,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,64,1900064,1952064,20,24,2,399,0.265,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,64,1900064,1953064,20,24,2,399,0.455,FALSE
"gaussian_global_null","gaussian","group","rotation",3,65,1900065,1951065,20,24,2,399,0.18,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,65,1900065,1952065,20,24,2,399,0.21,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,65,1900065,1953065,20,24,2,399,0.505,FALSE
"gaussian_global_null","gaussian","group","rotation",3,66,1900066,1951066,20,24,2,399,0.6775,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,66,1900066,1952066,20,24,2,399,0.205,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,66,1900066,1953066,20,24,2,399,0.01,TRUE
"gaussian_global_null","gaussian","group","rotation",3,67,1900067,1951067,20,24,2,399,0.4375,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,67,1900067,1952067,20,24,2,399,0.1325,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,67,1900067,1953067,20,24,2,399,0.6175,FALSE
"gaussian_global_null","gaussian","group","rotation",3,68,1900068,1951068,20,24,2,399,0.7375,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,68,1900068,1952068,20,24,2,399,0.0075,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",3,68,1900068,1953068,20,24,2,399,0.025,TRUE
"gaussian_global_null","gaussian","group","rotation",3,69,1900069,1951069,20,24,2,399,0.59,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,69,1900069,1952069,20,24,2,399,0.4475,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,69,1900069,1953069,20,24,2,399,0.71,FALSE
"gaussian_global_null","gaussian","group","rotation",3,70,1900070,1951070,20,24,2,399,0.8175,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,70,1900070,1952070,20,24,2,399,0.8175,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,70,1900070,1953070,20,24,2,399,0.9975,FALSE
"gaussian_global_null","gaussian","group","rotation",3,71,1900071,1951071,20,24,2,399,0.495,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,71,1900071,1952071,20,24,2,399,0.5425,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,71,1900071,1953071,20,24,2,399,0.5875,FALSE
"gaussian_global_null","gaussian","group","rotation",3,72,1900072,1951072,20,24,2,399,0.7675,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,72,1900072,1952072,20,24,2,399,0.34,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,72,1900072,1953072,20,24,2,399,0.13,FALSE
"gaussian_global_null","gaussian","group","rotation",3,73,1900073,1951073,20,24,2,399,0.185,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,73,1900073,1952073,20,24,2,399,0.49,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,73,1900073,1953073,20,24,2,399,0.1125,FALSE
"gaussian_global_null","gaussian","group","rotation",3,74,1900074,1951074,20,24,2,399,0.265,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,74,1900074,1952074,20,24,2,399,0.18,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,74,1900074,1953074,20,24,2,399,0.365,FALSE
"gaussian_global_null","gaussian","group","rotation",3,75,1900075,1951075,20,24,2,399,0.6275,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,75,1900075,1952075,20,24,2,399,0.0475,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",3,75,1900075,1953075,20,24,2,399,0.135,FALSE
"gaussian_global_null","gaussian","group","rotation",3,76,1900076,1951076,20,24,2,399,0.8475,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,76,1900076,1952076,20,24,2,399,0.4875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,76,1900076,1953076,20,24,2,399,0.7475,FALSE
"gaussian_global_null","gaussian","group","rotation",3,77,1900077,1951077,20,24,2,399,0.155,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,77,1900077,1952077,20,24,2,399,0.7225,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,77,1900077,1953077,20,24,2,399,0.2925,FALSE
"gaussian_global_null","gaussian","group","rotation",3,78,1900078,1951078,20,24,2,399,0.7125,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,78,1900078,1952078,20,24,2,399,0.7025,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,78,1900078,1953078,20,24,2,399,0.89,FALSE
"gaussian_global_null","gaussian","group","rotation",3,79,1900079,1951079,20,24,2,399,0.8025,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,79,1900079,1952079,20,24,2,399,0.9975,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,79,1900079,1953079,20,24,2,399,0.9825,FALSE
"gaussian_global_null","gaussian","group","rotation",3,80,1900080,1951080,20,24,2,399,0.83,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,80,1900080,1952080,20,24,2,399,0.1175,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,80,1900080,1953080,20,24,2,399,0.0975,FALSE
"gaussian_global_null","gaussian","group","rotation",3,81,1900081,1951081,20,24,2,399,0.5825,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,81,1900081,1952081,20,24,2,399,0.32,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,81,1900081,1953081,20,24,2,399,0.6725,FALSE
"gaussian_global_null","gaussian","group","rotation",3,82,1900082,1951082,20,24,2,399,0.4375,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,82,1900082,1952082,20,24,2,399,0.2675,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,82,1900082,1953082,20,24,2,399,0.5725,FALSE
"gaussian_global_null","gaussian","group","rotation",3,83,1900083,1951083,20,24,2,399,0.3525,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,83,1900083,1952083,20,24,2,399,0.9625,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,83,1900083,1953083,20,24,2,399,0.52,FALSE
"gaussian_global_null","gaussian","group","rotation",3,84,1900084,1951084,20,24,2,399,0.5175,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,84,1900084,1952084,20,24,2,399,0.3875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,84,1900084,1953084,20,24,2,399,0.7175,FALSE
"gaussian_global_null","gaussian","group","rotation",3,85,1900085,1951085,20,24,2,399,0.6625,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,85,1900085,1952085,20,24,2,399,0.945,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,85,1900085,1953085,20,24,2,399,1,FALSE
"gaussian_global_null","gaussian","group","rotation",3,86,1900086,1951086,20,24,2,399,0.8925,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,86,1900086,1952086,20,24,2,399,0.37,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,86,1900086,1953086,20,24,2,399,0.4125,FALSE
"gaussian_global_null","gaussian","group","rotation",3,87,1900087,1951087,20,24,2,399,0.9725,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,87,1900087,1952087,20,24,2,399,0.965,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,87,1900087,1953087,20,24,2,399,0.7875,FALSE
"gaussian_global_null","gaussian","group","rotation",3,88,1900088,1951088,20,24,2,399,0.6475,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,88,1900088,1952088,20,24,2,399,0.7,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,88,1900088,1953088,20,24,2,399,0.925,FALSE
"gaussian_global_null","gaussian","group","rotation",3,89,1900089,1951089,20,24,2,399,0.835,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,89,1900089,1952089,20,24,2,399,0.6725,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,89,1900089,1953089,20,24,2,399,0.4525,FALSE
"gaussian_global_null","gaussian","group","rotation",3,90,1900090,1951090,20,24,2,399,0.7425,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,90,1900090,1952090,20,24,2,399,0.2675,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,90,1900090,1953090,20,24,2,399,0.48,FALSE
"gaussian_global_null","gaussian","group","rotation",3,91,1900091,1951091,20,24,2,399,0.1725,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,91,1900091,1952091,20,24,2,399,0.6075,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,91,1900091,1953091,20,24,2,399,0.49,FALSE
"gaussian_global_null","gaussian","group","rotation",3,92,1900092,1951092,20,24,2,399,0.855,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,92,1900092,1952092,20,24,2,399,0.165,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,92,1900092,1953092,20,24,2,399,0.8975,FALSE
"gaussian_global_null","gaussian","group","rotation",3,93,1900093,1951093,20,24,2,399,0.42,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,93,1900093,1952093,20,24,2,399,0.285,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,93,1900093,1953093,20,24,2,399,0.065,FALSE
"gaussian_global_null","gaussian","group","rotation",3,94,1900094,1951094,20,24,2,399,0.2825,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,94,1900094,1952094,20,24,2,399,0.685,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,94,1900094,1953094,20,24,2,399,0.7775,FALSE
"gaussian_global_null","gaussian","group","rotation",3,95,1900095,1951095,20,24,2,399,0.075,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,95,1900095,1952095,20,24,2,399,0.2225,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,95,1900095,1953095,20,24,2,399,0.36,FALSE
"gaussian_global_null","gaussian","group","rotation",3,96,1900096,1951096,20,24,2,399,0.755,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,96,1900096,1952096,20,24,2,399,0.7375,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,96,1900096,1953096,20,24,2,399,0.9975,FALSE
"gaussian_global_null","gaussian","group","rotation",3,97,1900097,1951097,20,24,2,399,0.86,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,97,1900097,1952097,20,24,2,399,0.205,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,97,1900097,1953097,20,24,2,399,0.5575,FALSE
"gaussian_global_null","gaussian","group","rotation",3,98,1900098,1951098,20,24,2,399,0.69,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,98,1900098,1952098,20,24,2,399,0.5025,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,98,1900098,1953098,20,24,2,399,0.915,FALSE
"gaussian_global_null","gaussian","group","rotation",3,99,1900099,1951099,20,24,2,399,0.47,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,99,1900099,1952099,20,24,2,399,0.325,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,99,1900099,1953099,20,24,2,399,0.5225,FALSE
"gaussian_global_null","gaussian","group","rotation",3,100,1900100,1951100,20,24,2,399,0.88,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,100,1900100,1952100,20,24,2,399,0.9775,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,100,1900100,1953100,20,24,2,399,0.9175,FALSE
"gaussian_global_null","gaussian","group","rotation",3,101,1900101,1951101,20,24,2,399,0.3675,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,101,1900101,1952101,20,24,2,399,0.4825,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,101,1900101,1953101,20,24,2,399,0.4575,FALSE
"gaussian_global_null","gaussian","group","rotation",3,102,1900102,1951102,20,24,2,399,0.1975,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,102,1900102,1952102,20,24,2,399,0.9475,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,102,1900102,1953102,20,24,2,399,0.995,FALSE
"gaussian_global_null","gaussian","group","rotation",3,103,1900103,1951103,20,24,2,399,0.3025,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,103,1900103,1952103,20,24,2,399,0.495,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,103,1900103,1953103,20,24,2,399,0.2,FALSE
"gaussian_global_null","gaussian","group","rotation",3,104,1900104,1951104,20,24,2,399,0.495,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,104,1900104,1952104,20,24,2,399,0.6675,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,104,1900104,1953104,20,24,2,399,0.6775,FALSE
"gaussian_global_null","gaussian","group","rotation",3,105,1900105,1951105,20,24,2,399,0.6975,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,105,1900105,1952105,20,24,2,399,0.6475,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,105,1900105,1953105,20,24,2,399,0.69,FALSE
"gaussian_global_null","gaussian","group","rotation",3,106,1900106,1951106,20,24,2,399,0.03,TRUE
"gaussian_global_null","gaussian","trait","rotation",3,106,1900106,1952106,20,24,2,399,0.6125,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,106,1900106,1953106,20,24,2,399,0.6225,FALSE
"gaussian_global_null","gaussian","group","rotation",3,107,1900107,1951107,20,24,2,399,0.53,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,107,1900107,1952107,20,24,2,399,0.1425,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,107,1900107,1953107,20,24,2,399,0.06,FALSE
"gaussian_global_null","gaussian","group","rotation",3,108,1900108,1951108,20,24,2,399,0.4475,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,108,1900108,1952108,20,24,2,399,0.9825,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,108,1900108,1953108,20,24,2,399,0.9925,FALSE
"gaussian_global_null","gaussian","group","rotation",3,109,1900109,1951109,20,24,2,399,0.03,TRUE
"gaussian_global_null","gaussian","trait","rotation",3,109,1900109,1952109,20,24,2,399,0.0175,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",3,109,1900109,1953109,20,24,2,399,0.0025,TRUE
"gaussian_global_null","gaussian","group","rotation",3,110,1900110,1951110,20,24,2,399,0.9375,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,110,1900110,1952110,20,24,2,399,0.6,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,110,1900110,1953110,20,24,2,399,0.195,FALSE
"gaussian_global_null","gaussian","group","rotation",3,111,1900111,1951111,20,24,2,399,0.6375,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,111,1900111,1952111,20,24,2,399,0.01,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",3,111,1900111,1953111,20,24,2,399,0.9525,FALSE
"gaussian_global_null","gaussian","group","rotation",3,112,1900112,1951112,20,24,2,399,0.45,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,112,1900112,1952112,20,24,2,399,0.1275,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,112,1900112,1953112,20,24,2,399,0.815,FALSE
"gaussian_global_null","gaussian","group","rotation",3,113,1900113,1951113,20,24,2,399,0.18,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,113,1900113,1952113,20,24,2,399,0.8375,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,113,1900113,1953113,20,24,2,399,0.56,FALSE
"gaussian_global_null","gaussian","group","rotation",3,114,1900114,1951114,20,24,2,399,0.08,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,114,1900114,1952114,20,24,2,399,0.255,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,114,1900114,1953114,20,24,2,399,0.5,FALSE
"gaussian_global_null","gaussian","group","rotation",3,115,1900115,1951115,20,24,2,399,0.87,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,115,1900115,1952115,20,24,2,399,0.17,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,115,1900115,1953115,20,24,2,399,0.2875,FALSE
"gaussian_global_null","gaussian","group","rotation",3,116,1900116,1951116,20,24,2,399,0.245,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,116,1900116,1952116,20,24,2,399,0.71,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,116,1900116,1953116,20,24,2,399,0.205,FALSE
"gaussian_global_null","gaussian","group","rotation",3,117,1900117,1951117,20,24,2,399,0.3625,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,117,1900117,1952117,20,24,2,399,0.9,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,117,1900117,1953117,20,24,2,399,0.9425,FALSE
"gaussian_global_null","gaussian","group","rotation",3,118,1900118,1951118,20,24,2,399,0.0825,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,118,1900118,1952118,20,24,2,399,0.17,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,118,1900118,1953118,20,24,2,399,0.18,FALSE
"gaussian_global_null","gaussian","group","rotation",3,119,1900119,1951119,20,24,2,399,0.3775,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,119,1900119,1952119,20,24,2,399,0.4125,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,119,1900119,1953119,20,24,2,399,0.895,FALSE
"gaussian_global_null","gaussian","group","rotation",3,120,1900120,1951120,20,24,2,399,0.3575,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,120,1900120,1952120,20,24,2,399,0.0875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,120,1900120,1953120,20,24,2,399,0.9075,FALSE
"gaussian_global_null","gaussian","group","rotation",3,121,1900121,1951121,20,24,2,399,0.4075,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,121,1900121,1952121,20,24,2,399,0.2675,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,121,1900121,1953121,20,24,2,399,0.0825,FALSE
"gaussian_global_null","gaussian","group","rotation",3,122,1900122,1951122,20,24,2,399,0.7425,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,122,1900122,1952122,20,24,2,399,0.4325,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,122,1900122,1953122,20,24,2,399,0.4425,FALSE
"gaussian_global_null","gaussian","group","rotation",3,123,1900123,1951123,20,24,2,399,0.1275,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,123,1900123,1952123,20,24,2,399,0.9875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,123,1900123,1953123,20,24,2,399,0.8975,FALSE
"gaussian_global_null","gaussian","group","rotation",3,124,1900124,1951124,20,24,2,399,0.4625,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,124,1900124,1952124,20,24,2,399,0.37,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,124,1900124,1953124,20,24,2,399,0.2875,FALSE
"gaussian_global_null","gaussian","group","rotation",3,125,1900125,1951125,20,24,2,399,0.6125,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,125,1900125,1952125,20,24,2,399,0.5175,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,125,1900125,1953125,20,24,2,399,0.805,FALSE
"gaussian_global_null","gaussian","group","rotation",3,126,1900126,1951126,20,24,2,399,0.865,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,126,1900126,1952126,20,24,2,399,0.9325,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,126,1900126,1953126,20,24,2,399,0.93,FALSE
"gaussian_global_null","gaussian","group","rotation",3,127,1900127,1951127,20,24,2,399,0.26,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,127,1900127,1952127,20,24,2,399,0.945,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,127,1900127,1953127,20,24,2,399,0.59,FALSE
"gaussian_global_null","gaussian","group","rotation",3,128,1900128,1951128,20,24,2,399,0.7275,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,128,1900128,1952128,20,24,2,399,0.6175,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,128,1900128,1953128,20,24,2,399,0.7875,FALSE
"gaussian_global_null","gaussian","group","rotation",3,129,1900129,1951129,20,24,2,399,0.3225,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,129,1900129,1952129,20,24,2,399,0.115,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,129,1900129,1953129,20,24,2,399,0.155,FALSE
"gaussian_global_null","gaussian","group","rotation",3,130,1900130,1951130,20,24,2,399,0.76,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,130,1900130,1952130,20,24,2,399,0.655,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,130,1900130,1953130,20,24,2,399,0.8225,FALSE
"gaussian_global_null","gaussian","group","rotation",3,131,1900131,1951131,20,24,2,399,0.9825,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,131,1900131,1952131,20,24,2,399,0.975,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,131,1900131,1953131,20,24,2,399,0.905,FALSE
"gaussian_global_null","gaussian","group","rotation",3,132,1900132,1951132,20,24,2,399,0.815,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,132,1900132,1952132,20,24,2,399,0.09,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,132,1900132,1953132,20,24,2,399,0.1575,FALSE
"gaussian_global_null","gaussian","group","rotation",3,133,1900133,1951133,20,24,2,399,0.425,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,133,1900133,1952133,20,24,2,399,0.68,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,133,1900133,1953133,20,24,2,399,0.385,FALSE
"gaussian_global_null","gaussian","group","rotation",3,134,1900134,1951134,20,24,2,399,0.7425,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,134,1900134,1952134,20,24,2,399,0.4225,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,134,1900134,1953134,20,24,2,399,0.9425,FALSE
"gaussian_global_null","gaussian","group","rotation",3,135,1900135,1951135,20,24,2,399,0.2825,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,135,1900135,1952135,20,24,2,399,0.72,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,135,1900135,1953135,20,24,2,399,0.785,FALSE
"gaussian_global_null","gaussian","group","rotation",3,136,1900136,1951136,20,24,2,399,0.125,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,136,1900136,1952136,20,24,2,399,0.3775,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,136,1900136,1953136,20,24,2,399,0.9425,FALSE
"gaussian_global_null","gaussian","group","rotation",3,137,1900137,1951137,20,24,2,399,0.78,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,137,1900137,1952137,20,24,2,399,0.75,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,137,1900137,1953137,20,24,2,399,0.8275,FALSE
"gaussian_global_null","gaussian","group","rotation",3,138,1900138,1951138,20,24,2,399,0.4175,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,138,1900138,1952138,20,24,2,399,0.37,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,138,1900138,1953138,20,24,2,399,0.695,FALSE
"gaussian_global_null","gaussian","group","rotation",3,139,1900139,1951139,20,24,2,399,0.3175,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,139,1900139,1952139,20,24,2,399,0.3225,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,139,1900139,1953139,20,24,2,399,0.5825,FALSE
"gaussian_global_null","gaussian","group","rotation",3,140,1900140,1951140,20,24,2,399,0.6975,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,140,1900140,1952140,20,24,2,399,0.01,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",3,140,1900140,1953140,20,24,2,399,0.01,TRUE
"gaussian_global_null","gaussian","group","rotation",3,141,1900141,1951141,20,24,2,399,0.8975,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,141,1900141,1952141,20,24,2,399,0.645,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,141,1900141,1953141,20,24,2,399,0.3825,FALSE
"gaussian_global_null","gaussian","group","rotation",3,142,1900142,1951142,20,24,2,399,0.1975,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,142,1900142,1952142,20,24,2,399,0.6175,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,142,1900142,1953142,20,24,2,399,0.465,FALSE
"gaussian_global_null","gaussian","group","rotation",3,143,1900143,1951143,20,24,2,399,0.195,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,143,1900143,1952143,20,24,2,399,0.125,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,143,1900143,1953143,20,24,2,399,0.125,FALSE
"gaussian_global_null","gaussian","group","rotation",3,144,1900144,1951144,20,24,2,399,0.4025,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,144,1900144,1952144,20,24,2,399,0.4825,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,144,1900144,1953144,20,24,2,399,0.7725,FALSE
"gaussian_global_null","gaussian","group","rotation",3,145,1900145,1951145,20,24,2,399,0.205,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,145,1900145,1952145,20,24,2,399,0.1275,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,145,1900145,1953145,20,24,2,399,0.05,TRUE
"gaussian_global_null","gaussian","group","rotation",3,146,1900146,1951146,20,24,2,399,0.1475,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,146,1900146,1952146,20,24,2,399,0.875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,146,1900146,1953146,20,24,2,399,0.7825,FALSE
"gaussian_global_null","gaussian","group","rotation",3,147,1900147,1951147,20,24,2,399,0.77,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,147,1900147,1952147,20,24,2,399,0.5125,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,147,1900147,1953147,20,24,2,399,0.4275,FALSE
"gaussian_global_null","gaussian","group","rotation",3,148,1900148,1951148,20,24,2,399,0.755,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,148,1900148,1952148,20,24,2,399,0.9825,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,148,1900148,1953148,20,24,2,399,0.6575,FALSE
"gaussian_global_null","gaussian","group","rotation",3,149,1900149,1951149,20,24,2,399,0.18,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,149,1900149,1952149,20,24,2,399,0.2425,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,149,1900149,1953149,20,24,2,399,0.36,FALSE
"gaussian_global_null","gaussian","group","rotation",3,150,1900150,1951150,20,24,2,399,0.2325,FALSE
"gaussian_global_null","gaussian","trait","rotation",3,150,1900150,1952150,20,24,2,399,0.625,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",3,150,1900150,1953150,20,24,2,399,0.685,FALSE
