"arm","error","term","method","batch","replicate","data_seed","resample_seed","n","p_features","rank","B","p","reject_005"
"gaussian_global_null","gaussian","group","rotation",1,1,1700001,1751001,20,24,2,399,0.7875,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,1,1700001,1752001,20,24,2,399,0.605,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,1,1700001,1753001,20,24,2,399,0.215,FALSE
"gaussian_global_null","gaussian","group","rotation",1,2,1700002,1751002,20,24,2,399,0.11,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,2,1700002,1752002,20,24,2,399,0.0375,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",1,2,1700002,1753002,20,24,2,399,0.7725,FALSE
"gaussian_global_null","gaussian","group","rotation",1,3,1700003,1751003,20,24,2,399,0.675,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,3,1700003,1752003,20,24,2,399,0.2875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,3,1700003,1753003,20,24,2,399,0.4725,FALSE
"gaussian_global_null","gaussian","group","rotation",1,4,1700004,1751004,20,24,2,399,0.18,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,4,1700004,1752004,20,24,2,399,0.0775,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,4,1700004,1753004,20,24,2,399,0.2425,FALSE
"gaussian_global_null","gaussian","group","rotation",1,5,1700005,1751005,20,24,2,399,0.6325,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,5,1700005,1752005,20,24,2,399,0.8725,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,5,1700005,1753005,20,24,2,399,0.415,FALSE
"gaussian_global_null","gaussian","group","rotation",1,6,1700006,1751006,20,24,2,399,0.0675,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,6,1700006,1752006,20,24,2,399,0.62,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,6,1700006,1753006,20,24,2,399,0.4975,FALSE
"gaussian_global_null","gaussian","group","rotation",1,7,1700007,1751007,20,24,2,399,0.2375,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,7,1700007,1752007,20,24,2,399,0.81,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,7,1700007,1753007,20,24,2,399,0.4225,FALSE
"gaussian_global_null","gaussian","group","rotation",1,8,1700008,1751008,20,24,2,399,0.45,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,8,1700008,1752008,20,24,2,399,0.4275,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,8,1700008,1753008,20,24,2,399,0.4725,FALSE
"gaussian_global_null","gaussian","group","rotation",1,9,1700009,1751009,20,24,2,399,0.2975,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,9,1700009,1752009,20,24,2,399,0.205,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,9,1700009,1753009,20,24,2,399,0.3575,FALSE
"gaussian_global_null","gaussian","group","rotation",1,10,1700010,1751010,20,24,2,399,0.73,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,10,1700010,1752010,20,24,2,399,0.815,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,10,1700010,1753010,20,24,2,399,0.955,FALSE
"gaussian_global_null","gaussian","group","rotation",1,11,1700011,1751011,20,24,2,399,0.935,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,11,1700011,1752011,20,24,2,399,0.2025,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,11,1700011,1753011,20,24,2,399,0.37,FALSE
"gaussian_global_null","gaussian","group","rotation",1,12,1700012,1751012,20,24,2,399,0.495,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,12,1700012,1752012,20,24,2,399,0.895,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,12,1700012,1753012,20,24,2,399,0.6825,FALSE
"gaussian_global_null","gaussian","group","rotation",1,13,1700013,1751013,20,24,2,399,0.3375,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,13,1700013,1752013,20,24,2,399,0.69,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,13,1700013,1753013,20,24,2,399,0.835,FALSE
"gaussian_global_null","gaussian","group","rotation",1,14,1700014,1751014,20,24,2,399,0.0625,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,14,1700014,1752014,20,24,2,399,0.345,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,14,1700014,1753014,20,24,2,399,0.0475,TRUE
"gaussian_global_null","gaussian","group","rotation",1,15,1700015,1751015,20,24,2,399,0.3325,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,15,1700015,1752015,20,24,2,399,0.65,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,15,1700015,1753015,20,24,2,399,0.93,FALSE
"gaussian_global_null","gaussian","group","rotation",1,16,1700016,1751016,20,24,2,399,0.7175,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,16,1700016,1752016,20,24,2,399,0.8575,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,16,1700016,1753016,20,24,2,399,0.68,FALSE
"gaussian_global_null","gaussian","group","rotation",1,17,1700017,1751017,20,24,2,399,0.58,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,17,1700017,1752017,20,24,2,399,0.855,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,17,1700017,1753017,20,24,2,399,0.765,FALSE
"gaussian_global_null","gaussian","group","rotation",1,18,1700018,1751018,20,24,2,399,0.295,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,18,1700018,1752018,20,24,2,399,0.7275,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,18,1700018,1753018,20,24,2,399,0.2275,FALSE
"gaussian_global_null","gaussian","group","rotation",1,19,1700019,1751019,20,24,2,399,0.26,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,19,1700019,1752019,20,24,2,399,0.385,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,19,1700019,1753019,20,24,2,399,0.6775,FALSE
"gaussian_global_null","gaussian","group","rotation",1,20,1700020,1751020,20,24,2,399,0.0625,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,20,1700020,1752020,20,24,2,399,0.4075,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,20,1700020,1753020,20,24,2,399,0.4,FALSE
"gaussian_global_null","gaussian","group","rotation",1,21,1700021,1751021,20,24,2,399,0.8675,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,21,1700021,1752021,20,24,2,399,0.3475,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,21,1700021,1753021,20,24,2,399,0.175,FALSE
"gaussian_global_null","gaussian","group","rotation",1,22,1700022,1751022,20,24,2,399,0.045,TRUE
"gaussian_global_null","gaussian","trait","rotation",1,22,1700022,1752022,20,24,2,399,0.445,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,22,1700022,1753022,20,24,2,399,0.2325,FALSE
"gaussian_global_null","gaussian","group","rotation",1,23,1700023,1751023,20,24,2,399,0.475,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,23,1700023,1752023,20,24,2,399,0.7975,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,23,1700023,1753023,20,24,2,399,0.7075,FALSE
"gaussian_global_null","gaussian","group","rotation",1,24,1700024,1751024,20,24,2,399,0.035,TRUE
"gaussian_global_null","gaussian","trait","rotation",1,24,1700024,1752024,20,24,2,399,0.71,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,24,1700024,1753024,20,24,2,399,0.9225,FALSE
"gaussian_global_null","gaussian","group","rotation",1,25,1700025,1751025,20,24,2,399,0.5675,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,25,1700025,1752025,20,24,2,399,0.495,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,25,1700025,1753025,20,24,2,399,0.64,FALSE
"gaussian_global_null","gaussian","group","rotation",1,26,1700026,1751026,20,24,2,399,0.265,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,26,1700026,1752026,20,24,2,399,0.045,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",1,26,1700026,1753026,20,24,2,399,0.1375,FALSE
"gaussian_global_null","gaussian","group","rotation",1,27,1700027,1751027,20,24,2,399,0.145,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,27,1700027,1752027,20,24,2,399,0.5575,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,27,1700027,1753027,20,24,2,399,0.3375,FALSE
"gaussian_global_null","gaussian","group","rotation",1,28,1700028,1751028,20,24,2,399,0.27,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,28,1700028,1752028,20,24,2,399,0.0875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,28,1700028,1753028,20,24,2,399,0.68,FALSE
"gaussian_global_null","gaussian","group","rotation",1,29,1700029,1751029,20,24,2,399,0.8375,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,29,1700029,1752029,20,24,2,399,0.52,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,29,1700029,1753029,20,24,2,399,0.3875,FALSE
"gaussian_global_null","gaussian","group","rotation",1,30,1700030,1751030,20,24,2,399,0.9825,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,30,1700030,1752030,20,24,2,399,0.7025,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,30,1700030,1753030,20,24,2,399,0.905,FALSE
"gaussian_global_null","gaussian","group","rotation",1,31,1700031,1751031,20,24,2,399,0.6125,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,31,1700031,1752031,20,24,2,399,0.5675,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,31,1700031,1753031,20,24,2,399,0.3375,FALSE
"gaussian_global_null","gaussian","group","rotation",1,32,1700032,1751032,20,24,2,399,0.2725,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,32,1700032,1752032,20,24,2,399,0.87,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,32,1700032,1753032,20,24,2,399,0.225,FALSE
"gaussian_global_null","gaussian","group","rotation",1,33,1700033,1751033,20,24,2,399,0.795,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,33,1700033,1752033,20,24,2,399,0.255,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,33,1700033,1753033,20,24,2,399,0.9875,FALSE
"gaussian_global_null","gaussian","group","rotation",1,34,1700034,1751034,20,24,2,399,0.1425,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,34,1700034,1752034,20,24,2,399,0.6,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,34,1700034,1753034,20,24,2,399,0.9175,FALSE
"gaussian_global_null","gaussian","group","rotation",1,35,1700035,1751035,20,24,2,399,0.61,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,35,1700035,1752035,20,24,2,399,0.035,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",1,35,1700035,1753035,20,24,2,399,0.03,TRUE
"gaussian_global_null","gaussian","group","rotation",1,36,1700036,1751036,20,24,2,399,0.0725,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,36,1700036,1752036,20,24,2,399,0.5725,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,36,1700036,1753036,20,24,2,399,0.4075,FALSE
"gaussian_global_null","gaussian","group","rotation",1,37,1700037,1751037,20,24,2,399,0.83,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,37,1700037,1752037,20,24,2,399,0.825,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,37,1700037,1753037,20,24,2,399,0.73,FALSE
"gaussian_global_null","gaussian","group","rotation",1,38,1700038,1751038,20,24,2,399,0.3625,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,38,1700038,1752038,20,24,2,399,0.105,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,38,1700038,1753038,20,24,2,399,0.96,FALSE
"gaussian_global_null","gaussian","group","rotation",1,39,1700039,1751039,20,24,2,399,0.2925,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,39,1700039,1752039,20,24,2,399,0.155,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,39,1700039,1753039,20,24,2,399,0.215,FALSE
"gaussian_global_null","gaussian","group","rotation",1,40,1700040,1751040,20,24,2,399,0.635,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,40,1700040,1752040,20,24,2,399,0.8425,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,40,1700040,1753040,20,24,2,399,0.56,FALSE
"gaussian_global_null","gaussian","group","rotation",1,41,1700041,1751041,20,24,2,399,0.59,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,41,1700041,1752041,20,24,2,399,0.9675,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,41,1700041,1753041,20,24,2,399,0.465,FALSE
"gaussian_global_null","gaussian","group","rotation",1,42,1700042,1751042,20,24,2,399,0.605,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,42,1700042,1752042,20,24,2,399,0.43,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,42,1700042,1753042,20,24,2,399,0.9475,FALSE
"gaussian_global_null","gaussian","group","rotation",1,43,1700043,1751043,20,24,2,399,0.325,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,43,1700043,1752043,20,24,2,399,0.9025,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,43,1700043,1753043,20,24,2,399,0.9225,FALSE
"gaussian_global_null","gaussian","group","rotation",1,44,1700044,1751044,20,24,2,399,0.19,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,44,1700044,1752044,20,24,2,399,0.47,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,44,1700044,1753044,20,24,2,399,0.21,FALSE
"gaussian_global_null","gaussian","group","rotation",1,45,1700045,1751045,20,24,2,399,0.8775,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,45,1700045,1752045,20,24,2,399,0.38,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,45,1700045,1753045,20,24,2,399,0.55,FALSE
"gaussian_global_null","gaussian","group","rotation",1,46,1700046,1751046,20,24,2,399,0.665,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,46,1700046,1752046,20,24,2,399,0.07,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,46,1700046,1753046,20,24,2,399,0.17,FALSE
"gaussian_global_null","gaussian","group","rotation",1,47,1700047,1751047,20,24,2,399,0.0525,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,47,1700047,1752047,20,24,2,399,0.54,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,47,1700047,1753047,20,24,2,399,0.0975,FALSE
"gaussian_global_null","gaussian","group","rotation",1,48,1700048,1751048,20,24,2,399,0.2,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,48,1700048,1752048,20,24,2,399,0.0975,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,48,1700048,1753048,20,24,2,399,0.66,FALSE
"gaussian_global_null","gaussian","group","rotation",1,49,1700049,1751049,20,24,2,399,0.9125,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,49,1700049,1752049,20,24,2,399,0.0525,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,49,1700049,1753049,20,24,2,399,0.035,TRUE
"gaussian_global_null","gaussian","group","rotation",1,50,1700050,1751050,20,24,2,399,0.08,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,50,1700050,1752050,20,24,2,399,0.9875,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,50,1700050,1753050,20,24,2,399,0.9025,FALSE
"gaussian_global_null","gaussian","group","rotation",1,51,1700051,1751051,20,24,2,399,0.4325,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,51,1700051,1752051,20,24,2,399,0.925,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,51,1700051,1753051,20,24,2,399,0.85,FALSE
"gaussian_global_null","gaussian","group","rotation",1,52,1700052,1751052,20,24,2,399,0.895,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,52,1700052,1752052,20,24,2,399,0.335,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,52,1700052,1753052,20,24,2,399,0.3575,FALSE
"gaussian_global_null","gaussian","group","rotation",1,53,1700053,1751053,20,24,2,399,0.89,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,53,1700053,1752053,20,24,2,399,0.14,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,53,1700053,1753053,20,24,2,399,0.745,FALSE
"gaussian_global_null","gaussian","group","rotation",1,54,1700054,1751054,20,24,2,399,0.775,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,54,1700054,1752054,20,24,2,399,0.5025,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,54,1700054,1753054,20,24,2,399,0.8425,FALSE
"gaussian_global_null","gaussian","group","rotation",1,55,1700055,1751055,20,24,2,399,0.0325,TRUE
"gaussian_global_null","gaussian","trait","rotation",1,55,1700055,1752055,20,24,2,399,0.6,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,55,1700055,1753055,20,24,2,399,0.3225,FALSE
"gaussian_global_null","gaussian","group","rotation",1,56,1700056,1751056,20,24,2,399,0.0875,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,56,1700056,1752056,20,24,2,399,0.0175,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",1,56,1700056,1753056,20,24,2,399,0.0225,TRUE
"gaussian_global_null","gaussian","group","rotation",1,57,1700057,1751057,20,24,2,399,0.9525,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,57,1700057,1752057,20,24,2,399,0.365,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,57,1700057,1753057,20,24,2,399,0.785,FALSE
"gaussian_global_null","gaussian","group","rotation",1,58,1700058,1751058,20,24,2,399,0.3275,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,58,1700058,1752058,20,24,2,399,0.545,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,58,1700058,1753058,20,24,2,399,0.665,FALSE
"gaussian_global_null","gaussian","group","rotation",1,59,1700059,1751059,20,24,2,399,0.6125,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,59,1700059,1752059,20,24,2,399,0.665,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,59,1700059,1753059,20,24,2,399,0.645,FALSE
"gaussian_global_null","gaussian","group","rotation",1,60,1700060,1751060,20,24,2,399,0.3175,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,60,1700060,1752060,20,24,2,399,0.2825,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,60,1700060,1753060,20,24,2,399,0.3075,FALSE
"gaussian_global_null","gaussian","group","rotation",1,61,1700061,1751061,20,24,2,399,0.425,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,61,1700061,1752061,20,24,2,399,0.9325,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,61,1700061,1753061,20,24,2,399,0.995,FALSE
"gaussian_global_null","gaussian","group","rotation",1,62,1700062,1751062,20,24,2,399,0.62,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,62,1700062,1752062,20,24,2,399,0.75,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,62,1700062,1753062,20,24,2,399,0.4875,FALSE
"gaussian_global_null","gaussian","group","rotation",1,63,1700063,1751063,20,24,2,399,0.555,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,63,1700063,1752063,20,24,2,399,0.1425,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,63,1700063,1753063,20,24,2,399,0.2525,FALSE
"gaussian_global_null","gaussian","group","rotation",1,64,1700064,1751064,20,24,2,399,0.21,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,64,1700064,1752064,20,24,2,399,0.6,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,64,1700064,1753064,20,24,2,399,0.255,FALSE
"gaussian_global_null","gaussian","group","rotation",1,65,1700065,1751065,20,24,2,399,0.695,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,65,1700065,1752065,20,24,2,399,0.8375,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,65,1700065,1753065,20,24,2,399,0.565,FALSE
"gaussian_global_null","gaussian","group","rotation",1,66,1700066,1751066,20,24,2,399,0.5725,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,66,1700066,1752066,20,24,2,399,0.705,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,66,1700066,1753066,20,24,2,399,0.245,FALSE
"gaussian_global_null","gaussian","group","rotation",1,67,1700067,1751067,20,24,2,399,0.1275,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,67,1700067,1752067,20,24,2,399,0.64,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,67,1700067,1753067,20,24,2,399,0.8325,FALSE
"gaussian_global_null","gaussian","group","rotation",1,68,1700068,1751068,20,24,2,399,0.5275,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,68,1700068,1752068,20,24,2,399,0.72,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,68,1700068,1753068,20,24,2,399,0.27,FALSE
"gaussian_global_null","gaussian","group","rotation",1,69,1700069,1751069,20,24,2,399,0.32,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,69,1700069,1752069,20,24,2,399,0.9,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,69,1700069,1753069,20,24,2,399,0.6675,FALSE
"gaussian_global_null","gaussian","group","rotation",1,70,1700070,1751070,20,24,2,399,0.8125,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,70,1700070,1752070,20,24,2,399,0.7475,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,70,1700070,1753070,20,24,2,399,0.33,FALSE
"gaussian_global_null","gaussian","group","rotation",1,71,1700071,1751071,20,24,2,399,0.4025,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,71,1700071,1752071,20,24,2,399,0.515,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,71,1700071,1753071,20,24,2,399,0.575,FALSE
"gaussian_global_null","gaussian","group","rotation",1,72,1700072,1751072,20,24,2,399,0.73,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,72,1700072,1752072,20,24,2,399,0.76,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,72,1700072,1753072,20,24,2,399,0.235,FALSE
"gaussian_global_null","gaussian","group","rotation",1,73,1700073,1751073,20,24,2,399,0.36,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,73,1700073,1752073,20,24,2,399,0.0575,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,73,1700073,1753073,20,24,2,399,0.3125,FALSE
"gaussian_global_null","gaussian","group","rotation",1,74,1700074,1751074,20,24,2,399,0.565,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,74,1700074,1752074,20,24,2,399,0.8225,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,74,1700074,1753074,20,24,2,399,0.645,FALSE
"gaussian_global_null","gaussian","group","rotation",1,75,1700075,1751075,20,24,2,399,0.5425,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,75,1700075,1752075,20,24,2,399,0.695,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,75,1700075,1753075,20,24,2,399,0.7475,FALSE
"gaussian_global_null","gaussian","group","rotation",1,76,1700076,1751076,20,24,2,399,0.215,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,76,1700076,1752076,20,24,2,399,0.785,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,76,1700076,1753076,20,24,2,399,0.82,FALSE
"gaussian_global_null","gaussian","group","rotation",1,77,1700077,1751077,20,24,2,399,0.525,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,77,1700077,1752077,20,24,2,399,0.8775,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,77,1700077,1753077,20,24,2,399,0.485,FALSE
"gaussian_global_null","gaussian","group","rotation",1,78,1700078,1751078,20,24,2,399,0.3825,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,78,1700078,1752078,20,24,2,399,0.72,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,78,1700078,1753078,20,24,2,399,0.84,FALSE
"gaussian_global_null","gaussian","group","rotation",1,79,1700079,1751079,20,24,2,399,0.6225,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,79,1700079,1752079,20,24,2,399,0.0325,TRUE
"gaussian_global_null","gaussian","group:trait","rotation",1,79,1700079,1753079,20,24,2,399,0.0225,TRUE
"gaussian_global_null","gaussian","group","rotation",1,80,1700080,1751080,20,24,2,399,0.315,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,80,1700080,1752080,20,24,2,399,0.2325,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,80,1700080,1753080,20,24,2,399,0.07,FALSE
"gaussian_global_null","gaussian","group","rotation",1,81,1700081,1751081,20,24,2,399,0.99,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,81,1700081,1752081,20,24,2,399,0.235,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,81,1700081,1753081,20,24,2,399,0.3275,FALSE
"gaussian_global_null","gaussian","group","rotation",1,82,1700082,1751082,20,24,2,399,0.9425,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,82,1700082,1752082,20,24,2,399,0.635,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,82,1700082,1753082,20,24,2,399,0.6125,FALSE
"gaussian_global_null","gaussian","group","rotation",1,83,1700083,1751083,20,24,2,399,0.6025,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,83,1700083,1752083,20,24,2,399,0.72,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,83,1700083,1753083,20,24,2,399,0.2675,FALSE
"gaussian_global_null","gaussian","group","rotation",1,84,1700084,1751084,20,24,2,399,0.1075,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,84,1700084,1752084,20,24,2,399,0.75,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,84,1700084,1753084,20,24,2,399,0.21,FALSE
"gaussian_global_null","gaussian","group","rotation",1,85,1700085,1751085,20,24,2,399,0.5875,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,85,1700085,1752085,20,24,2,399,0.5075,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,85,1700085,1753085,20,24,2,399,0.875,FALSE
"gaussian_global_null","gaussian","group","rotation",1,86,1700086,1751086,20,24,2,399,0.0625,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,86,1700086,1752086,20,24,2,399,0.425,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,86,1700086,1753086,20,24,2,399,0.145,FALSE
"gaussian_global_null","gaussian","group","rotation",1,87,1700087,1751087,20,24,2,399,0.1,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,87,1700087,1752087,20,24,2,399,0.7575,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,87,1700087,1753087,20,24,2,399,0.955,FALSE
"gaussian_global_null","gaussian","group","rotation",1,88,1700088,1751088,20,24,2,399,0.2625,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,88,1700088,1752088,20,24,2,399,0.13,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,88,1700088,1753088,20,24,2,399,0.0225,TRUE
"gaussian_global_null","gaussian","group","rotation",1,89,1700089,1751089,20,24,2,399,0.39,FALSE
"gaussian_global_null","gaussian","trait","rotation",1,89,1700089,1752089,20,24,2,399,0.175,FALSE
"gaussian_global_null","gaussian","group:trait","rotation",1,89,1700089,1753089,20,24,2,399,0.1575,FALSE
"gaussian_global_null","gaussian","group","rotation",1,90,1700090,1751090,20,24,2,399,0.0275,TRUE
"gaussian_global_null","gaussian","trait","rotation",1,90,1700090,1752090,20,24,2,399,0.0625,FALSE
